country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Afghanistan,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,486.12,489.77,489.77,489.77,493.42,493.42,493.42,497.08,497.08,497.08,497.08,500.74,500.74,500.74,504.39,504.39,504.39,508.04,508.04,508.04,511.70,511.70,511.70,515.36,515.36,515.36,515.36,519.01,519.01,519.01,522.66,522.66,522.66,526.32,526.32,526.32,529.98,529.98,529.98,533.63,533.63,533.63,537.28,537.28,537.28,540.94,540.94,540.94,544.60,544.60,544.60,548.25,548.25,548.25,551.90,551.90,551.90,555.56,555.56,555.56,562.87,570.18,577.49,584.80,592.11,599.42,606.73,614.04,621.35,628.66,639.62,646.94,654.24,661.56,672.52,679.83,687.14,698.10,705.42,716.38,723.69,731.00,741.96,752.93,760.24,771.20,778.52,789.48,800.44,811.41,818.72,829.68,840.65,851.62,862.58,873.54,884.51,895.48,906.44,917.40,928.37,942.99,953.96,964.92,979.54,990.50,1001.47,1016.09,1027.06,1041.68,1056.30,1067.26,1081.88,1096.50,1107.46,1122.08,1136.70,1151.32,1165.94,1184.22,1198.84,1217.12,1235.39,1253.66,1271.94,1290.21,1308.49,1326.76,1345.04,1381.59,1407.18,1469.31,1476.62,1480.28,1520.48,1494.90,1549.72,1564.34,1589.92,1571.65,1564.34,1564.34,1557.03,1557.03,1538.76,1549.72,1568.00,1553.38,1549.72,1509.52,1231.74,1239.04,1275.60,1319.46,1359.66,1260.98,1323.11,1264.63,1264.63,1421.80,1578.96,1677.64,1670.34,1630.13,1684.96,1520.48,1385.24,1257.32,1213.46,1114.77,1067.26,734.66,544.60,804.10,763.90,727.34,698.10,665.21,643.28,628.66,1027.06,1041.68,1019.74,1100.16,1114.77,1250.01,1271.94,1483.93,1644.75,1593.58,1725.16,1758.05,1739.78,1710.54,1706.88,1703.23,1673.99,1688.61,1597.24,1231.74,1158.64,1133.05,1111.12,1111.12,1122.08,1133.05,1158.64,1184.22,1180.56,1198.84,1220.77,1242.70,1264.63,1290.21,1312.14,1337.73,1359.66,1385.24,1410.83,1436.42,1462.00,1487.58,1513.17,1542.41,1568.00,1597.24,1626.48,1655.72,1684.96,1714.20,1747.09,1776.33,1809.22,1842.12,1878.67,1915.22,1951.77,1988.32,2024.87,2065.08,2105.28,2145.48,2189.35,2233.20,2277.06,2324.58,2372.10,2419.61,2470.78,2521.95,2573.12,2627.94,2682.77,2741.25,2799.73,2858.21,2920.34,2986.14,3051.92,3117.71,3187.16,3256.60,3329.70,3406.46,3483.21,3563.62,3644.04,3728.10,3801.20,3910.85,3983.95,4093.60,4166.70,4276.35,4386.00,4495.65,4605.30,4678.40,4824.60
Angola,284.72,285.46,286.92,288.38,289.11,290.57,292.03,293.13,294.59,295.69,297.15,298.25,299.71,301.17,302.63,304.10,304.83,306.29,307.75,308.85,310.31,311.77,313.23,314.70,315.79,317.25,318.72,320.18,321.27,322.74,324.20,326.03,327.49,328.58,330.05,331.51,332.97,334.43,336.26,337.36,338.82,340.28,342.11,343.57,345.03,346.13,348.32,349.42,350.88,352.71,354.17,356.00,357.46,358.56,360.75,361.84,363.67,365.13,365.50,369.16,369.16,372.81,372.81,376.46,376.46,380.12,380.12,380.12,383.78,383.78,387.43,387.43,391.08,391.08,394.74,394.74,398.40,398.40,402.05,402.05,405.71,405.71,405.71,409.36,413.02,413.02,416.67,416.67,420.32,420.32,423.98,423.98,427.64,427.64,431.29,431.29,434.94,434.94,438.60,438.60,442.26,442.26,445.91,445.91,449.56,449.56,453.22,453.22,456.88,460.53,460.53,464.18,464.18,467.84,482.46,497.08,511.70,526.32,540.94,555.56,573.84,592.11,610.38,628.66,650.59,672.52,690.80,712.72,738.31,760.24,785.82,807.76,833.34,862.58,888.17,917.40,946.64,975.88,1008.78,1038.02,1070.92,1118.43,1169.60,1220.77,1275.60,1330.42,1388.90,1451.04,1516.82,1582.62,1652.06,1710.54,1772.68,1834.81,1779.98,1915.22,1875.02,2046.80,2145.48,2145.48,2218.58,2503.67,2423.26,2536.57,2807.04,3004.41,3161.58,3329.70,3263.92,3340.67,3534.38,3581.90,3559.97,3764.65,3691.55,2839.94,2609.67,2606.02,2554.85,2551.19,2580.43,2474.44,2408.64,2412.30,2481.74,2383.06,2331.89,2474.44,2671.80,2664.50,2606.02,2627.94,2467.12,1867.71,1882.32,2145.48,2408.64,2554.85,2638.91,2657.18,2693.74,2653.53,2613.33,2573.12,2532.92,2492.71,2456.16,2419.61,2379.40,2339.20,2299.00,2262.45,2222.24,2185.69,2145.48,2108.94,2072.38,2039.49,2002.94,1922.53,1758.05,1721.50,1721.50,1692.26,1695.92,1703.23,1710.54,1728.82,1754.40,1790.95,1754.40,1794.60,1838.46,1882.32,1926.18,1973.70,2021.22,2072.38,2119.90,2174.72,2225.90,2280.72,2335.54,2394.02,2452.50,2510.98,2573.12,2635.26,2701.04,2766.84,2836.28,2905.72,2975.17,3048.27,3125.02,3201.78,3278.54,3358.94,3439.36,3523.42,3607.48,3691.55,3801.20,3874.30,3983.95,4057.05,4166.70,4276.35,4349.45,4459.10,4568.75,4678.40,4788.05,4897.70,5007.35,5117.00,5226.65,5372.85,5482.50,5592.15,5738.35,5848.00,5994.20,6103.85,6250.05,6396.25,6505.90,6652.10,6798.30,6944.50,7090.70,7236.90,7383.10,7529.30,7675.50,7821.70,8004.45,8150.65,8296.85,8479.60,8625.80
Albania,335.89,336.63,337.72,338.82,339.55,340.65,341.74,342.47,343.57,344.67,345.76,346.49,347.59,348.69,349.42,350.51,351.61,352.71,353.44,354.54,355.63,356.73,357.82,358.56,359.65,360.75,361.84,362.94,364.04,364.77,365.50,365.50,369.16,369.16,369.16,372.81,372.81,372.81,372.81,376.46,376.46,376.46,380.12,380.12,380.12,383.78,383.78,383.78,383.78,387.43,387.43,387.43,391.08,391.08,391.08,394.74,394.74,394.74,394.74,398.40,398.40,398.40,402.05,402.05,402.05,405.71,405.71,405.71,409.36,409.36,409.36,413.02,413.02,413.02,416.67,416.67,416.67,420.32,420.32,420.32,423.98,423.98,423.98,427.64,427.64,427.64,431.29,431.29,431.29,434.94,434.94,434.94,438.60,438.60,438.60,442.26,442.26,442.26,445.91,445.91,445.91,449.56,449.56,449.56,453.22,453.22,453.22,456.88,456.88,460.53,460.53,460.53,464.18,464.18,478.80,493.42,508.04,522.66,537.28,551.90,570.18,588.46,603.07,621.35,639.62,661.56,679.83,698.10,720.04,741.96,763.90,785.82,811.41,833.34,858.92,884.51,910.10,939.33,964.92,994.16,1023.40,1056.30,1085.54,1118.43,1151.32,1184.22,1220.77,1253.66,1293.87,1330.42,1370.62,1359.66,1359.66,1418.14,1454.69,1535.10,1549.72,1648.40,1721.50,1790.95,1882.32,1896.95,1959.08,2024.87,2094.32,2171.07,2251.48,2335.54,2419.61,2500.02,2591.40,2668.15,2741.25,2832.62,2858.21,2883.80,2913.04,2942.28,2978.82,3011.72,3040.96,3110.40,3132.34,3121.37,3125.02,3059.23,3135.99,3081.16,3019.03,3165.23,2902.07,2108.94,1981.01,2178.38,2364.78,2653.53,2898.42,2909.38,2920.34,2931.31,2942.28,2953.24,2964.20,3088.48,3216.40,3351.64,3453.98,3559.97,3655.00,3622.10,3570.94,3523.42,3479.56,3589.21,3691.55,4422.55,4093.60,4166.70,4422.55,5007.35,5117.00,5592.15,5957.65,6176.95,6396.25,6652.10,6907.95,7163.80,7419.65,7675.50,7383.10,7529.30,7712.05,7894.80,8041.00,8223.75,8406.50,8589.25,8772.00,8954.75,9137.50,9356.80,9539.55,9722.30,9941.60,10124.35,10343.65,10526.40,10745.70,10965.00,11184.30,11367.05,11586.35,11805.65,12024.95,12244.25,12500.10,12719.40,12938.70,13158.00,13377.30,13633.15,13852.45,14071.75,14327.60,14546.90,14802.75,15022.05,15277.90,15497.20,15753.05,15972.35,16228.20,16447.50,16703.35,16922.65,17178.50,17434.35,17653.65,17909.50,18128.80,18384.65,18603.95,18859.80,19079.10,19334.95,19554.25,19810.10,20029.40,20285.25,20504.55,20723.85,20979.70,21199.00,21418.30,21637.60,21856.90,22112.75,22332.05,22551.35,22770.65
Andorra,687.14,687.14,687.14,690.80,690.80,690.80,694.45,694.45,694.45,698.10,698.10,698.10,701.76,701.76,705.42,705.42,705.42,709.07,709.07,709.07,712.72,720.04,727.34,738.31,745.62,752.93,763.90,771.20,782.17,793.14,800.44,811.41,818.72,829.68,840.65,847.96,858.92,869.89,880.86,891.82,902.79,910.10,921.06,932.02,946.64,957.61,968.58,979.54,990.50,1001.47,1012.44,1027.06,1038.02,1052.64,1063.60,1074.57,1089.19,1100.16,1114.77,1129.40,1140.36,1154.98,1169.60,1184.22,1195.18,1209.80,1224.42,1239.04,1253.66,1268.29,1282.90,1301.18,1315.80,1330.42,1345.04,1363.32,1377.94,1396.21,1410.83,1429.10,1447.38,1462.00,1480.28,1498.55,1516.82,1535.10,1553.38,1571.65,1589.92,1608.20,1626.48,1644.75,1666.68,1684.96,1706.88,1725.16,1747.09,1765.36,1787.29,1809.22,1831.16,1853.08,1875.02,1896.95,1918.88,1940.80,1966.39,1988.32,2013.90,2035.84,2061.42,2087.00,2108.94,2134.52,2171.07,2207.62,2244.17,2280.72,2320.92,2357.48,2397.68,2441.54,2481.74,2525.60,2569.46,2613.33,2657.18,2704.70,2752.22,2799.73,2847.24,2894.76,2945.93,2997.10,3048.27,3099.44,3154.27,3205.44,3263.92,3318.74,3377.22,3439.36,3501.49,3563.62,3629.42,3691.55,3764.65,3837.75,3910.85,3983.95,4057.05,4386.00,4751.50,5153.55,5555.60,6030.75,6505.90,7054.15,7638.95,8260.30,8954.75,9685.75,10489.85,11330.50,12280.80,13267.65,14364.15,15570.30,16849.55,18238.45,19737.00,19627.35,20212.15,20796.95,21052.80,20358.35,20358.35,20358.35,20065.95,19481.15,19261.85,18530.85,18019.15,17580.55,17141.95,16813.00,16703.35,16922.65,17105.40,17288.15,17288.15,17068.85,16593.70,15862.70,15826.15,16008.90,16666.80,18238.45,18932.90,19627.35,19481.15,19590.80,19663.90,21308.65,22478.25,24634.70,26498.75,26973.90,25731.20,25987.05,24305.75,24451.95,23245.80,22368.60,22734.10,22661.00,23063.05,22624.45,22587.90,22624.45,19992.85,21199.00,22514.80,22405.15,22149.30,21930.00,21674.15,21527.95,21418.30,21345.20,20358.35,20614.20,20870.05,21089.35,21345.20,21564.50,21820.35,22039.65,22295.50,22514.80,22770.65,22989.95,23209.25,23428.55,23647.85,23903.70,24123.00,24342.30,24561.60,24780.90,24963.65,25182.95,25402.25,25621.55,25804.30,26023.60,26206.35,26425.65,26608.40,26827.70,27010.45,27193.20,27375.95,27558.70,27741.45,27924.20,28106.95,28289.70,28472.45,28655.20,28801.40,28984.15,29130.35,29313.10,29459.30,29605.50,29788.25,29934.45,30080.65,30226.85,30373.05,30519.25,30665.45,30811.65,30921.30,31067.50,31213.70,31323.35,31469.55,31579.20,31725.40,31835.05,31944.70,32090.90,32200.55,32310.20,32419.85,32529.50,32639.15,32748.80,32858.45
UAE,603.07,606.73,610.38,610.38,614.04,614.04,617.69,621.35,621.35,625.00,628.66,628.66,632.31,635.97,635.97,639.62,643.28,643.28,646.94,650.59,650.59,654.24,657.90,657.90,661.56,661.56,665.21,668.86,672.52,672.52,676.18,679.83,679.83,683.48,687.14,687.14,690.80,694.45,698.10,698.10,701.76,705.42,705.42,709.07,712.72,716.38,716.38,720.04,723.69,727.34,727.34,731.00,734.66,738.31,738.31,741.96,745.62,749.28,749.28,752.93,756.58,760.24,763.90,763.90,767.55,771.20,774.86,774.86,778.52,782.17,785.82,796.79,807.76,818.72,833.34,844.30,855.27,869.89,880.86,895.48,906.44,921.06,935.68,946.64,961.26,975.88,990.50,1005.12,1019.74,1034.36,1048.99,1063.60,1078.23,1096.50,1111.12,1125.74,1144.01,1162.29,1176.91,1195.18,1213.46,1228.08,1246.36,1264.63,1282.90,1304.84,1323.11,1341.38,1359.66,1381.59,1399.86,1421.80,1440.07,1462.00,1392.56,1326.76,1260.98,1198.84,1140.36,1202.50,1268.29,1334.08,1407.18,1396.21,1385.24,1377.94,1345.04,1319.46,1290.21,1195.18,1107.46,1027.06,953.96,884.51,818.72,807.76,796.79,782.17,771.20,760.24,749.28,749.28,752.93,752.93,752.93,774.86,793.14,811.41,833.34,851.62,873.54,895.48,913.75,935.68,957.61,983.20,1005.12,1027.06,1173.25,1337.73,1524.14,1732.47,1970.04,2606.02,4532.20,7821.70,13523.50,23428.55,28691.75,35124.55,40205.00,40570.50,40570.50,40570.50,43494.50,39839.50,40205.00,41667.00,36147.95,40570.50,47149.50,46784.00,41301.50,38012.00,37281.00,34978.35,27083.55,27522.15,23867.15,26425.65,31871.60,31725.40,32164.00,32090.90,33845.30,35563.15,36550.00,38377.50,36915.50,36550.00,39108.50,38377.50,37646.50,39474.00,41667.00,40936.00,39474.00,33991.50,29495.85,24378.85,23209.25,24561.60,25475.35,26498.75,26937.35,27375.95,27851.10,28326.25,28801.40,28874.50,27229.75,28070.40,29897.90,30299.95,30957.85,31688.85,32456.40,33041.20,33406.70,33516.35,33333.60,33443.25,33552.90,33662.55,33772.20,33881.85,33954.95,34064.60,34174.25,34247.35,34357.00,34430.10,34503.20,34612.85,34685.95,34759.05,34868.70,34941.80,35014.90,35088.00,35161.10,35234.20,35307.30,35380.40,35453.50,35526.60,35599.70,35636.25,35709.35,35782.45,35855.55,35892.10,35965.20,36001.75,36074.85,36147.95,36184.50,36221.05,36294.15,36330.70,36403.80,36440.35,36476.90,36550.00,36550.00,36550.00,36550.00,36550.00,36915.50,36915.50,36915.50,36915.50,36915.50,36915.50,36915.50,36915.50,36915.50,36915.50,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37281.00,37646.50
Argentina,760.24,763.90,767.55,767.55,771.20,774.86,778.52,778.52,782.17,785.82,789.48,789.48,793.14,796.79,800.44,800.44,804.10,807.76,811.41,811.41,815.06,822.38,829.68,833.34,840.65,847.96,855.27,858.92,866.24,873.54,880.86,884.51,891.82,899.13,906.44,913.75,921.06,928.37,935.68,942.99,946.64,953.96,961.26,968.58,975.88,983.20,990.50,997.82,1008.78,1016.09,1023.40,1030.71,1038.02,1048.99,1056.30,1063.60,1070.92,1081.88,1089.19,1100.16,1107.46,1114.77,1125.74,1133.05,1144.01,1151.32,1162.29,1169.60,1180.56,1191.53,1198.84,1224.42,1253.66,1279.25,1308.49,1337.73,1337.73,1447.38,1341.38,1366.97,1312.14,1301.18,1593.58,1728.82,1787.29,2002.94,1933.50,1970.04,2163.76,2200.31,1973.70,1860.40,2178.38,2262.45,2547.54,2759.52,2931.31,2306.30,2430.58,2774.14,2350.16,2353.82,2222.24,2445.20,2609.67,2843.59,2876.48,2828.97,2989.79,3022.68,3125.02,3062.89,3190.82,3103.10,2697.39,2649.88,2525.60,2280.72,2653.53,2701.04,2839.94,2836.28,2971.52,3187.16,3315.08,3201.78,3263.92,3395.50,3508.80,3570.94,3333.36,3033.65,2880.14,2960.55,3143.30,3227.36,3198.12,3369.91,3329.70,3391.84,3402.80,3519.77,3505.14,3424.73,3764.65,3570.94,3837.75,4166.70,4312.90,4166.70,4093.60,4203.25,3910.85,4020.50,4093.60,4312.90,4349.45,4495.65,4678.40,4349.45,4641.85,4824.60,4714.95,4532.20,4897.70,5263.20,5190.10,5263.20,5445.95,5848.00,5994.20,6176.95,6213.50,6432.80,6688.65,6542.45,6432.80,6688.65,6359.70,6688.65,6688.65,6176.95,5884.55,6030.75,6030.75,5555.60,5848.00,5921.10,5738.35,5263.20,5117.00,5555.60,5921.10,6323.15,6579.00,6323.15,6579.00,7017.60,7236.90,6907.95,6761.75,6396.25,5628.70,6030.75,6505.90,7017.60,7492.75,8077.55,8296.85,7712.05,8443.05,8845.10,8662.35,8772.00,8479.60,8589.25,8333.40,8479.60,8187.20,7931.35,7090.70,7748.60,8077.55,7785.15,7931.35,8114.10,8260.30,8406.50,8552.70,8735.45,8589.25,8772.00,8954.75,9137.50,9320.25,9503.00,9722.30,9905.05,10087.80,10270.55,10489.85,10672.60,10891.90,11074.65,11293.95,11513.25,11696.00,11915.30,12134.60,12353.90,12573.20,12755.95,12975.25,13194.55,13413.85,13633.15,13852.45,14071.75,14291.05,14510.35,14729.65,14948.95,15204.80,15424.10,15643.40,15862.70,16082.00,16301.30,16520.60,16739.90,16959.20,17178.50,17434.35,17653.65,17872.95,18092.25,18311.55,18530.85,18750.15,18932.90,19152.20,19371.50,19590.80,19810.10,20029.40,20212.15,20431.45,20650.75,20833.50,21052.80,21272.10,21454.85,21637.60,21856.90,22039.65,22258.95,22441.70,22624.45,22807.20,22989.95,23172.70
Armenia,497.08,500.74,500.74,500.74,504.39,504.39,508.04,508.04,508.04,511.70,511.70,515.36,519.01,519.01,522.66,522.66,526.32,526.32,529.98,529.98,533.63,537.28,540.94,544.60,548.25,555.56,559.22,562.87,566.52,570.18,577.49,581.14,584.80,592.11,595.76,599.42,603.07,610.38,614.04,617.69,625.00,628.66,635.97,639.62,646.94,650.59,657.90,661.56,668.86,672.52,679.83,687.14,690.80,698.10,701.76,709.07,716.38,723.69,727.34,734.66,741.96,749.28,756.58,760.24,767.55,774.86,782.17,789.48,796.79,804.10,811.41,818.72,826.03,837.00,844.30,851.62,858.92,866.24,877.20,884.51,891.82,902.79,910.10,921.06,928.37,939.33,924.71,1063.60,1023.40,953.96,953.96,873.54,961.26,1089.19,1242.70,1154.98,1275.60,1257.32,1290.21,1374.28,1348.70,1385.24,1509.52,1407.18,1560.68,1385.24,1326.76,1279.25,1399.86,1454.69,1557.03,1440.07,1560.68,1644.75,1575.30,1622.82,1578.96,1323.11,1107.46,928.37,884.51,844.30,917.40,1001.47,1089.19,1184.22,1290.21,1407.18,1531.45,1666.68,1747.09,1765.36,1739.78,1809.22,1981.01,2266.10,2426.92,2631.60,2627.94,2741.25,2631.60,2551.19,2474.44,2397.68,2350.16,2302.65,2255.13,2503.67,2825.32,3081.16,3329.70,3282.19,3428.39,3512.46,3611.14,3837.75,4130.15,4130.15,4349.45,4203.25,4532.20,4641.85,4641.85,4422.55,4897.70,5043.90,5190.10,5299.75,5482.50,5445.95,5774.90,5774.90,5665.25,5994.20,5848.00,5738.35,5592.15,5482.50,5372.85,5263.20,5117.00,5190.10,5263.20,5226.65,5299.75,5409.40,5263.20,4897.70,4605.30,5117.00,4641.85,3947.40,2277.06,2083.35,2214.93,2368.44,2474.44,2251.48,2050.46,1864.05,1816.54,1772.68,1856.74,1911.56,2368.44,2609.67,2518.30,2807.04,2865.52,2547.54,2602.36,2657.18,2752.22,2854.56,2927.66,3139.64,3304.12,3216.40,3212.74,2891.10,2730.28,2843.59,3212.74,3439.36,3611.14,3764.65,3947.40,4130.15,4276.35,4459.10,4386.00,4495.65,4605.30,4678.40,4788.05,4897.70,4970.80,5080.45,5190.10,5299.75,5409.40,5519.05,5628.70,5738.35,5848.00,5957.65,6067.30,6176.95,6286.60,6396.25,6505.90,6652.10,6761.75,6871.40,6981.05,7127.25,7236.90,7346.55,7456.20,7602.40,7712.05,7821.70,7967.90,8077.55,8223.75,8333.40,8443.05,8589.25,8698.90,8845.10,8954.75,9064.40,9210.60,9320.25,9466.45,9576.10,9685.75,9831.95,9941.60,10051.25,10197.45,10307.10,10416.75,10562.95,10672.60,10782.25,10928.45,11038.10,11147.75,11257.40,11367.05,11513.25,11622.90,11732.55,11842.20,11951.85,12061.50,12171.15,12280.80,12390.45,12500.10
Antigua and Barbuda,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,387.43,391.08,391.08,391.08,391.08,391.08,391.08,394.74,398.40,402.05,402.05,405.71,409.36,413.02,413.02,416.67,420.32,423.98,423.98,427.64,431.29,434.94,438.60,438.60,442.26,445.91,449.56,453.22,453.22,456.88,460.53,464.18,467.84,471.50,475.15,478.80,478.80,482.46,486.12,489.77,493.42,497.08,500.74,504.39,508.04,511.70,515.36,515.36,519.01,522.66,526.32,529.98,533.63,537.28,540.94,544.60,548.25,551.90,555.56,559.22,562.87,570.18,573.84,577.49,581.14,584.80,588.46,592.11,595.76,599.42,603.07,606.73,610.38,617.69,621.35,625.00,628.66,632.31,635.97,639.62,646.94,650.59,654.24,657.90,665.21,668.86,672.52,676.18,679.83,687.14,690.80,694.45,701.76,705.42,709.07,712.72,720.04,723.69,731.00,745.62,763.90,785.82,804.10,822.38,844.30,866.24,884.51,906.44,928.37,953.96,975.88,1001.47,1023.40,1048.99,1074.57,1100.16,1129.40,1154.98,1184.22,1213.46,1242.70,1271.94,1304.84,1337.73,1366.97,1403.52,1425.45,1447.38,1472.96,1494.90,1520.48,1546.06,1568.00,1593.58,1619.16,1648.40,1673.99,1699.58,1728.82,1758.05,1783.64,1812.88,1842.12,1875.02,1904.26,1933.50,1984.66,2035.84,2090.66,2141.83,2200.31,2255.13,2313.62,2372.10,2434.23,2496.37,2638.91,2799.73,3011.72,3092.13,2902.07,2624.29,2792.42,2872.83,3165.23,3362.60,3512.46,3534.38,3764.65,4166.70,4532.20,5043.90,5482.50,5848.00,6176.95,6323.15,6359.70,6286.60,6469.35,6725.20,6250.05,6469.35,6652.10,6798.30,6871.40,7127.25,6652.10,6615.55,6871.40,7127.25,7456.20,8260.30,8845.10,8662.35,7456.20,6725.20,6505.90,6652.10,6579.00,6761.75,6981.05,7310.00,7492.75,7931.35,8260.30,6761.75,7163.80,7712.05,8041.00,8369.95,8589.25,8735.45,8881.65,9064.40,9283.70,8991.30,9174.05,9356.80,9539.55,9722.30,9941.60,10124.35,10307.10,10526.40,10709.15,10928.45,11111.20,11330.50,11549.80,11769.10,11951.85,12171.15,12390.45,12609.75,12829.05,13048.35,13267.65,13486.95,13706.25,13925.55,14144.85,14364.15,14583.45,14802.75,15022.05,15241.35,15460.65,15716.50,15935.80,16155.10,16374.40,16593.70,16813.00,17032.30,17288.15,17507.45,17726.75,17946.05,18165.35,18384.65,18603.95,18823.25,19042.55,19261.85,19481.15,19700.45,19883.20,20102.50,20321.80,20541.10,20760.40,20943.15,21162.45,21345.20,21564.50,21747.25,21966.55,22149.30,22368.60,22551.35,22734.10,22916.85,23136.15,23318.90,23501.65,23684.40
Australia,489.77,493.42,497.08,497.08,500.74,504.39,508.04,511.70,511.70,515.36,519.01,522.66,526.32,526.32,529.98,533.63,537.28,540.94,540.94,544.60,566.52,570.18,588.46,606.73,639.62,672.52,683.48,705.42,723.69,760.24,924.71,957.61,975.88,983.20,1030.71,1246.36,1224.42,1286.56,1268.29,1184.22,1498.55,1279.25,1165.94,1352.35,1535.10,1578.96,1747.09,2021.22,2313.62,2284.38,2152.80,2554.85,2997.10,3282.19,2872.83,2726.63,3326.05,2934.96,2503.67,3234.68,3154.27,3106.75,2986.14,2975.17,3157.92,3011.72,3099.44,3388.18,3439.36,3373.56,3567.28,3596.52,3874.30,4166.70,4166.70,4495.65,4386.00,4386.00,4678.40,4568.75,4678.40,4861.15,4422.55,4861.15,4678.40,4824.60,4714.95,5043.90,4897.70,5190.10,4861.15,5080.45,4349.45,4057.05,4093.60,3801.20,4020.50,3728.10,4239.80,4203.25,4386.00,4166.70,4166.70,4459.10,4678.40,4678.40,4897.70,5043.90,5117.00,5445.95,5665.25,5555.60,5555.60,5628.70,5482.50,5336.30,5299.75,5226.65,5007.35,5153.55,5190.10,5336.30,5519.05,5665.25,5921.10,6067.30,6067.30,6030.75,5957.65,5738.35,5117.00,4751.50,4970.80,5263.20,5519.05,5811.45,6030.75,6250.05,6432.80,6359.70,6725.20,7383.10,8150.65,8333.40,7931.35,7456.20,7090.70,7127.25,7419.65,7712.05,7858.25,7931.35,7748.60,7894.80,8223.75,8406.50,8443.05,8369.95,8625.80,8918.20,9027.85,8881.65,9247.15,9612.65,10014.70,10197.45,10380.20,10782.25,11220.85,11659.45,11988.40,12207.70,12280.80,12646.30,12646.30,12792.50,13084.90,13011.80,13267.65,13596.60,13742.80,13998.65,14144.85,14254.50,14364.15,14473.80,14583.45,14693.10,14766.20,14875.85,14693.10,14473.80,14291.05,14071.75,13889.00,13706.25,14035.20,14364.15,14693.10,15058.60,15424.10,15789.60,16045.45,16264.75,17726.75,18786.70,19919.75,21125.90,22405.15,22368.60,22332.05,22697.55,23063.05,23465.10,23867.15,23574.75,23318.90,23465.10,23611.30,23757.50,23465.10,23976.80,24561.60,24707.80,24671.25,24854.00,25109.85,25438.80,25804.30,26242.90,25585.00,25877.40,26169.80,26462.20,26718.05,27010.45,27302.85,27595.25,27851.10,28143.50,28399.35,28691.75,28947.60,29203.45,29459.30,29751.70,30007.55,30263.40,30519.25,30775.10,31030.95,31250.25,31506.10,31761.95,31981.25,32237.10,32456.40,32675.70,32931.55,33150.85,33370.15,33589.45,33808.75,34028.05,34247.35,34430.10,34649.40,34868.70,35051.45,35270.75,35453.50,35636.25,35819.00,36001.75,36184.50,36367.25,36550.00,36915.50,36915.50,36915.50,37281.00,37281.00,37646.50,37646.50,38012.00,38012.00,38012.00,38377.50,38377.50,38743.00,38743.00,38743.00,39108.50,39108.50,39474.00,39474.00,39474.00,39839.50,39839.50,39839.50,40205.00
