country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Afghanistan,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8675380687745.217,8740609481090.942,8740609481090.942,8740609481090.942,8805837786164.305,8805837786164.305,8805837786164.305,8871066091237.668,8871066091237.668,8871066091237.668,8871066091237.668,8936294396311.031,8936294396311.031,8936294396311.031,9001522701384.393,9001522701384.393,9001522701384.393,9066751494730.12,9066751494730.12,9066751494730.12,9131979799803.48,9131979799803.48,9131979799803.48,9197208104876.844,9197208104876.844,9197208104876.844,9197208104876.844,9262436898222.57,9262436898222.57,9262436898222.57,9327665203295.932,9327665203295.932,9327665203295.932,9392893508369.295,9392893508369.295,9392893508369.295,9458121813442.656,9458121813442.656,9458121813442.656,9523350118516.02,9523350118516.02,9523350118516.02,9588578911861.748,9588578911861.748,9588578911861.748,9653807216935.111,9653807216935.111,9653807216935.111,9719035522008.47,9719035522008.47,9719035522008.47,9784264315354.197,9784264315354.197,9784264315354.197,9849492620427.56,9849492620427.56,9849492620427.56,9914720925500.92,9914720925500.92,9914720925500.92,10045177535647.646,10175634634066.736,10306091732485.824,10436548342632.55,10567004952779.275,10697462051198.363,10827919149617.455,10958375759764.178,11088832369910.904,11219289468329.99,11414974871822.443,11545431481969.168,11675888580388.256,11806345190534.98,12002030594027.432,12132487692446.521,12262944302593.248,12458629706085.697,12589086316232.42,12784771719724.875,12915228818143.963,13045685428290.688,13241370831783.14,13437056235275.59,13567512845422.312,13763198248914.764,13893654859061.49,14089340262553.941,14285025666046.393,14480711069538.844,14611167679685.568,14806853083178.021,15002538486670.473,15198223401890.562,15393908805383.01,15589594208875.463,15785279124095.549,15980964527588.0,16176649931080.455,16372335334572.906,16568020738065.354,16828933958358.807,17024619361851.256,17220304765343.709,17481218473909.521,17676903877401.973,17872588792622.062,18133502501187.88,18329187904680.324,18590101613246.137,18851015321811.953,19046700725304.406,19307614433870.223,19568528142436.03,19764213545928.48,20025127254494.297,20286040963060.11,20546954671625.926,20807868380191.74,21134010393830.91,21394924102396.727,21721066116035.906,22047208129675.082,22373350631586.62,22699492645225.797,23025634658864.973,23351777160776.51,23677919174415.684,24004061188054.863,24656345215333.223,25112944327391.48,26221827466728.098,26352284565147.184,26417512870220.55,27135025690844.625,26678426578786.367,27656853107976.258,27917766816542.074,28374365928600.336,28048223426688.793,27917766816542.074,27917766816542.074,27787309718122.98,27787309718122.98,27461167704483.81,27656853107976.258,27982995121615.438,27722081413049.625,27656853107976.258,26939340287352.176,21981979824601.723,22112436923020.805,22764720950299.156,23547462075996.6,24264974896620.68,22503807241733.34,23612690869342.324,22569035546806.707,22569035546806.707,25373858035957.297,28178680525107.883,29939848179995.22,29809391081576.125,29091878749224.418,30070304790141.94,27135025690844.625,24721574008678.945,22438578936659.98,21655837810962.543,19894670156075.207,19046700725304.406,13110913733364.049,9719035522008.47,14350253971119.756,13632741150495.678,12980457123217.326,12458629706085.697,11871573983880.707,11480203176895.805,11219289468329.99,18329187904680.324,18590101613246.137,18198731294533.6,19633756447509.395,19894670156075.207,22308122326513.254,22699492645225.797,26482741175293.914,29352791969517.867,28439594233673.7,30787817610766.02,31374873332971.01,31048731319331.836,30526903902200.21,30461675597126.844,30396447292053.48,29874619386649.492,30135533583487.668,28504822538747.066,21981979824601.723,20677411281772.652,20220812657986.75,19829441851001.84,19829441851001.84,20025127254494.297,20220812657986.75,20677411281772.652,21134010393830.91,21068782088757.55,21394924102396.727,21786294909381.63,22177665228094.168,22569035546806.707,23025634658864.973,23417005465849.875,23873604577908.14,24264974896620.68,24721574008678.945,25178172632464.84,25634771744523.113,26091370856581.375,26547969968639.637,27004568592425.54,27526396497829.527,27982995121615.438,28504822538747.066,29026649955878.684,29548477373010.312,30070304790141.94,30592132207273.574,31179188417750.926,31701015834882.555,32288071557087.543,32875127279292.527,33527411306570.883,34179695822121.6,34831980337672.312,35484264364950.67,36136548392229.02,36854061212853.1,37571574033477.18,38289086854101.26,39071827979798.7,39854569105496.15,40637310231193.586,41485279661964.38,42333249092735.18,43181219011778.36,44094416747622.52,45007614971739.055,45920812707583.22,46899239236773.11,47877665765963.0,48921320600226.26,49964975434489.51,51008630268752.766,52117513408089.38,53291624852499.375,54465736785181.72,55639848229591.695,56879188467347.4,58118528705103.09,59423097247932.17,60792894095834.59,62162690943737.04,63597716584985.19,65032741737960.99,66532995684282.51,67837564227111.57,69794417285491.36,71098985340048.06,73055838398427.84,74360406941256.92,76317259511364.34,78274112569744.12,80230965628123.9,82187818198231.33,83492386741060.4,86101523826718.53
Angola,5081294242389.85,5094340391676.886,5120431713706.231,5146523035735.577,5159568696750.249,5185660018779.594,5211751340808.938,5231319832330.947,5257411154360.292,5276979645882.302,5303070967911.646,5322639459433.655,5348730781463.0,5374822591764.709,5400913913794.054,5427005235823.397,5440050896838.071,5466142218867.416,5492233540896.761,5511802032418.7705,5537893354448.115,5563984676477.46,5590075998506.804,5616167808808.515,5635736300330.522,5661827622359.866,5687918944389.213,5714010266418.558,5733578757940.566,5759670079969.911,5785761401999.256,5818375554535.9375,5844466876565.282,5864035368087.291,5890127178389.0,5916218500418.345,5942309822447.69,5968401144477.035,6001015297013.716,6020583788535.725,6046675110565.071,6072766432594.415,6105380585131.097,6131472395432.804,6157563717462.15,6177132208984.159,6216269192028.177,6235837683550.185,6261929005579.53,6294543158116.21,6320634480145.556,6353248632682.237,6379339954711.583,6398908934505.955,6438045917549.972,6457614409071.981,6490228561608.663,6516319883638.009,6522842714145.344,6588071019218.706,6588071019218.706,6653299812564.433,6653299812564.433,6718528117637.795,6718528117637.795,6783756422711.156,6783756422711.156,6783756422711.156,6848984727784.5205,6848984727784.5205,6914213032857.884,6914213032857.884,6979441826203.609,6979441826203.609,7044670131276.971,7044670131276.971,7109898436350.333,7109898436350.333,7175127229696.061,7175127229696.061,7240355534769.422,7240355534769.422,7240355534769.422,7305583839842.784,7370812144916.148,7370812144916.148,7436040449989.511,7436040449989.511,7501269243335.236,7501269243335.236,7566497548408.599,7566497548408.599,7631725853481.96,7631725853481.96,7696954646827.6875,7696954646827.6875,7762182951901.05,7762182951901.05,7827411256974.413,7827411256974.413,7892639562047.774,7892639562047.774,7957867867121.138,7957867867121.138,8023096660466.864,8023096660466.864,8088324965540.228,8088324965540.228,8153553270613.589,8218782063959.314,8218782063959.314,8284010369032.677,8284010369032.677,8349238674106.039,8610152382671.8545,8871066091237.668,9131979799803.48,9392893508369.295,9653807216935.111,9914720925500.92,10240862939140.1,10567004952779.275,10893147454690.814,11219289468329.99,11610659787042.531,12002030594027.432,12328172607666.611,12719543414651.51,13176142038437.412,13567512845422.312,14024111957480.578,14415482276193.12,14872081388251.385,15393908805383.01,15850507917441.277,16372335334572.906,16894162751704.531,17415990168836.156,18003045891041.152,18524873308172.777,19111929030377.766,19959898461148.566,20873096685265.1,21786294909381.63,22764720950299.156,23743147479489.05,24786802313752.305,25895685453088.926,27069797385771.27,28243908830181.25,29483249067936.957,30526903902200.21,31635787041536.824,32744670180873.44,31766244139955.918,34179695822121.6,33462183001497.52,36527919199213.92,38289086854101.26,38289086854101.26,39593655396930.32,44681472469827.516,43246447316851.72,45268528680304.87,50095432044636.24,53617767354410.914,56422589355289.125,59423097247932.17,58248985315249.83,59618782163152.25,63075889167853.555,63923858598624.37,63532488279911.836,67185280199833.23,65880711168731.79,50682487766841.234,46573096734861.57,46507868429788.21,45594670693944.05,45529441900598.31,46051269317729.945,44159645052695.88,42985533608285.91,43050761913359.266,44290102151114.98,42528934496227.65,41615736760383.48,44159645052695.88,47681980362470.555,47551523264051.46,46507868429788.21,46899239236773.11,44029188442549.16,33331726391350.8,33592640099916.613,38289086854101.26,42985533608285.91,45594670693944.05,47094924151993.2,47421066653904.74,48073350681183.09,47355837860559.016,46638325528207.3,45920812707583.22,45203299886959.15,44485787066335.06,43833503039056.71,43181219011778.36,42463706191154.29,41746193370530.2,41028680549906.12,40376396522627.766,39658883702003.68,39006599674725.336,38289086854101.26,37636802338550.54,36984518311272.18,36397462589067.2,35745178073516.48,34310152920540.688,31374873332971.01,30722589305692.656,30722589305692.656,30200761888561.027,30265990193634.395,30396447292053.48,30526903902200.21,30853045915839.383,31309645027897.652,31961929055176.0,31309645027897.652,32027157848521.727,32809898974219.168,33592640099916.613,34375381225614.055,35223350656384.85,36071320087155.664,36984518311272.18,37832487742042.99,38810914271232.88,39724112007077.055,40702538536266.945,41680965065456.836,42724619899720.09,43768274733983.35,44811929568246.6,45920812707583.22,47029695846919.836,48203807779602.18,49377919224012.16,50617259461767.87,51856599699523.58,53095939937279.27,54400507991835.984,55770305328010.77,57140102175913.22,58509899023815.65,59944924665063.805,61379949818039.59,62880203764361.11,64380457710682.63,65880711168731.79,67837564227111.57,69142132769940.65,71098985340048.06,72403554371149.5,74360406941256.92,76317259511364.34,77621828542465.77,79578681112573.19,81535533682680.62,83492386741060.4,85449239799440.19,87406092369547.61,89362944939655.03,91319797998034.81,93276651056414.6,95885787653800.38,97842640712180.16,99799493770559.94,102408630367945.7,104365483426325.5,106974620511983.64,108931473082091.05,111540610656021.55,114149747741679.69,116106600311787.11,118715737397445.27,121324874483103.39,123934011568761.53,126543148654419.67,129152285740077.8,131761422825735.95,134370559911394.08,136979696997052.22,139588834082710.36,142850255683919.22,145459392769577.34,148068529855235.47,151329950968171.97,153939088053830.12
Albania,5994492466506.38,6007538127521.053,6027106619043.062,6046675110565.071,6059720771579.741,6079289263101.751,6098857754623.76,6111903415638.433,6131472395432.804,6151040886954.813,6170609378476.822,6183655039491.495,6203223531013.504,6222792022535.513,6235837683550.185,6255406175072.193,6274974666594.203,6294543158116.21,6307588819130.884,6327157310652.893,6346725802174.901,6366294293696.91,6385862785218.919,6398908934505.955,6418477426027.964,6438045917549.972,6457614409071.981,6477182900593.989,6496751392116.0,6509797053130.672,6522842714145.344,6522842714145.344,6588071019218.706,6588071019218.706,6588071019218.706,6653299812564.433,6653299812564.433,6653299812564.433,6653299812564.433,6718528117637.795,6718528117637.795,6718528117637.795,6783756422711.156,6783756422711.156,6783756422711.156,6848984727784.5205,6848984727784.5205,6848984727784.5205,6848984727784.5205,6914213032857.884,6914213032857.884,6914213032857.884,6979441826203.609,6979441826203.609,6979441826203.609,7044670131276.971,7044670131276.971,7044670131276.971,7044670131276.971,7109898436350.333,7109898436350.333,7109898436350.333,7175127229696.061,7175127229696.061,7175127229696.061,7240355534769.422,7240355534769.422,7240355534769.422,7305583839842.784,7305583839842.784,7305583839842.784,7370812144916.148,7370812144916.148,7370812144916.148,7436040449989.511,7436040449989.511,7436040449989.511,7501269243335.236,7501269243335.236,7501269243335.236,7566497548408.599,7566497548408.599,7566497548408.599,7631725853481.96,7631725853481.96,7631725853481.96,7696954646827.6875,7696954646827.6875,7696954646827.6875,7762182951901.05,7762182951901.05,7762182951901.05,7827411256974.413,7827411256974.413,7827411256974.413,7892639562047.774,7892639562047.774,7892639562047.774,7957867867121.138,7957867867121.138,7957867867121.138,8023096660466.864,8023096660466.864,8023096660466.864,8088324965540.228,8088324965540.228,8088324965540.228,8153553270613.589,8153553270613.589,8218782063959.314,8218782063959.314,8218782063959.314,8284010369032.677,8284010369032.677,8544924077598.492,8805837786164.305,9066751494730.12,9327665203295.932,9588578911861.748,9849492620427.56,10175634634066.736,10501776647705.912,10762690356271.727,11088832369910.904,11414974871822.443,11806345190534.98,12132487692446.521,12458629706085.697,12850000024798.234,13241370831783.14,13632741150495.678,14024111957480.578,14480711069538.844,14872081388251.385,15328680500309.65,15785279124095.549,16241878236153.812,16763705653285.441,17220304765343.709,17742132182475.336,18263959599606.96,18851015321811.953,19372842738943.582,19959898461148.566,20546954671625.926,21134010393830.91,21786294909381.63,22373350631586.62,23090863452210.7,23743147479489.05,24460660300113.13,24264974896620.68,24264974896620.68,25308629730883.934,25960914246434.652,27395939399410.44,27656853107976.258,29418020762863.594,30722589305692.656,31961929055176.0,33592640099916.613,33853553808482.426,34962436947819.043,36136548392229.02,37375888629984.73,38745685966159.52,40180711119135.31,41680965065456.836,43181219011778.36,44616244164754.16,46246954721222.4,47616751569124.82,48921320600226.26,50552031156694.5,51008630268752.766,51465228892538.67,51987056309670.305,52508883726801.92,53161168242352.65,53748223964557.625,54270051381689.25,55509391619444.98,55900761938157.5,55705076534665.055,55770305328010.77,54596193395328.43,55965990243230.875,54987564202313.34,53878680574704.35,56487817660362.5,51791370906177.85,37636802338550.54,35353807754803.945,38876142576306.25,42202792482588.46,47355837860559.016,51726142601104.484,51921828004596.93,52117513408089.38,52313198323309.48,52508883726801.92,52704569130294.37,52900254533786.83,55118020812460.07,57401015884479.02,59814467566644.72,61640863526605.414,63532488279911.836,65228427141453.44,64641371419248.44,63728173195131.92,62880203764361.11,62097462638663.67,64054315697043.45,65880711168731.79,78926396597022.48,73055838398427.84,74360406941256.92,78926396597022.48,89362944939655.03,91319797998034.81,99799493770559.94,106322336484705.3,110236041624920.14,114149747741679.69,118715737397445.27,123281727053210.83,127847717197248.73,132413707341286.67,136979696997052.22,131761422825735.95,134370559911394.08,137631981512602.92,140893402625539.4,143502539711197.56,146763960824134.1,150025382425342.9,153286804026551.72,156548225139488.25,159809646252424.78,163071067853633.6,166984773482120.8,170246195083329.62,173507616196266.16,177421321824753.34,180682742937689.84,184596449054449.4,187857870167385.9,191771575795873.1,195685281424360.3,199598987052847.53,202860408654056.38,206774113794271.22,210687819911030.78,214601525051245.62,218515231168005.16,223081220823770.75,226994926452257.97,230908632080745.2,234822337709232.38,238736043337719.56,243302032993485.16,247215738621972.34,251129444250459.6,255695434394497.47,259609140022984.7,264175129678750.28,268088835795509.8,272654825451275.38,276568531079762.6,281134521223800.5,285048226364015.4,289614216508053.25,293527922136540.5,298093912280578.4,302007617420793.25,306573607564831.1,311139597708869.06,315053302849083.94,319619292993121.9,323532998621609.06,328098988277374.6,332012693905861.8,336578684049899.75,340492389678387.0,345058379334152.5,348972085450912.06,353538075106677.7,357451780735164.8,362017770879202.75,365931476019417.56,369845182136177.2,374411171791942.7,378324877420429.94,382238583048917.2,386152288677404.4,390065994305891.5,394631983961657.1,398545690078416.7,402459395706903.9,406373100847118.75
Andorra,12262944302593.248,12262944302593.248,12262944302593.248,12328172607666.611,12328172607666.611,12328172607666.611,12393400912739.97,12393400912739.97,12393400912739.97,12458629706085.697,12458629706085.697,12458629706085.697,12523858011159.06,12523858011159.06,12589086316232.42,12589086316232.42,12589086316232.42,12654314621305.785,12654314621305.785,12654314621305.785,12719543414651.51,12850000024798.234,12980457123217.326,13176142038437.412,13306599136856.5,13437056235275.59,13632741150495.678,13763198248914.764,13958883652407.219,14154568567627.307,14285025666046.393,14480711069538.844,14611167679685.568,14806853083178.021,15002538486670.473,15132995096817.197,15328680500309.65,15524365903802.1,15720050819022.188,15915736222514.64,16111421626007.09,16241878236153.812,16437563639646.264,16633249043138.719,16894162751704.531,17089848155196.984,17285533070417.068,17481218473909.521,17676903877401.973,17872588792622.062,18068274196114.51,18329187904680.324,18524873308172.777,18785787016738.59,18981472420231.043,19177157823723.496,19438071044016.94,19633756447509.395,19894670156075.207,20155583864641.02,20351269268133.473,20612182976699.285,20873096685265.1,21134010393830.91,21329695797323.363,21590609505889.18,21851523214454.996,22112436923020.805,22373350631586.62,22634264340152.434,22895178048718.25,23221320062357.426,23482233770923.24,23743147479489.05,24004061188054.863,24330203201694.043,24591116910259.855,24917259412171.395,25178172632464.84,25504315134376.383,25830457148015.566,26091370856581.375,26417512870220.55,26743654883859.73,27069797385771.27,27395939399410.44,27722081413049.625,28048223426688.793,28374365928600.336,28700507942239.51,29026649955878.684,29352791969517.867,29744162776502.77,30070304790141.94,30461675597126.844,30787817610766.02,31179188417750.926,31505330431390.1,31896700750102.637,32288071557087.543,32679441875800.082,33070812682784.98,33462183001497.52,33853553808482.426,34244924127194.97,34636294934179.863,35092893557965.77,35484264364950.67,35940863477008.945,36332233795721.47,36788832907779.74,37245432019838.01,37636802338550.54,38093401450608.81,38745685966159.52,39397969993437.875,40050254508988.59,40702538536266.945,41420051356891.02,42072335384169.375,42789848204793.45,43572589330490.9,44290102151114.98,45072843276812.414,45855584402509.86,46638325528207.3,47421066653904.74,48269036084675.55,49117005515446.35,49964975434489.51,50812944865260.32,51660914296031.13,52574112520147.65,53487310255991.82,54400507991835.984,55313706215952.516,56292132745142.414,57205330480986.58,58248985315249.83,59227411844439.71,60271066678702.97,61379949818039.59,62488833445648.57,63597716584985.19,64771828029395.17,65880711168731.79,67185280199833.23,68489848254389.94,69794417285491.36,71098985340048.06,72403554371149.5,78274112569744.12,84796955283889.47,91972082025313.17,99147209255009.22,107626904539262.0,116106600311787.11,125890864627141.33,136327412481501.52,147416245339684.78,159809646252424.78,172855331680715.47,187205586140107.53,202208124138505.66,219167515195283.53,236779190767612.16,256347718421775.84,277873099622591.62,300703048877964.1,325489851679988.9,352233506563848.56,350276653993741.1,360713201848101.3,371149750190733.9,375715740334771.8,363322339422031.8,363322339422031.8,363322339422031.8,358104064762443.2,347667516419810.6,343753811279595.8,330708125851305.1,321576145563229.25,313748734306254.8,305921323049280.44,300050764850685.8,298093912280578.4,302007617420793.25,305269039022002.06,308530460134938.56,308530460134938.56,304616754994723.75,296137059222198.56,283091373793907.94,282439089278357.2,285700510879566.06,297441627765027.7,325489851679988.9,337883252592728.75,350276653993741.1,347667516419810.6,349624369478190.44,350928938021019.44,380281729990537.4,401154827164074.8,439639598933396.1,472906096531401.2,481385792303926.4,459208127075832.2,463774117219870.06,433769040246529.1,436378177332187.4,414852796619643.9,399197974105695.06,405720816819840.4,404416248277011.3,411591375506707.3,403763964249733.0,403111679734182.25,403763964249733.0,356799496707886.5,378324877420429.94,401807111191353.2,399850258132973.4,395284268477207.9,391370562848720.6,386804572704682.7,384195435619024.56,382238583048917.2,380934014506088.06,363322339422031.8,367888329077797.4,372454319221835.3,376368024850322.5,380934014506088.06,384847720134575.25,389413710278613.2,393327415418828.06,397893405562866.0,401807111191353.2,406373100847118.75,410286806475606.0,414200512592365.56,418114217732580.3,422027923849339.9,426593913505105.44,430507619133592.7,434421324762079.94,438335030390567.06,442248736019054.3,445510157131990.8,449423862760478.06,453337568877237.6,457251274017452.4,460512695618661.3,464426401247148.44,467687822848357.3,471601527988572.2,474862949589781.06,478776655218268.2,482038076819477.1,485299497932413.56,488560919045350.1,491822340646558.9,495083762247767.8,498345183360704.25,501606604473640.8,504868026074849.56,508129447676058.5,511390868788994.94,514000005874653.1,517261426987589.6,519870564561520.06,523131985674456.56,525741122760114.75,528350259845772.9,531611681446981.75,534220818532639.9,536829955618297.94,539439092703956.06,542048229789614.2,544657366875272.44,547266503960930.56,549875641046588.6,551832493616696.1,554441630702354.25,557050767788012.3,559007620358119.8,561616757443777.9,563573610502157.6,566182747587815.9,568139600646195.5,570096453216303.0,572705590301961.2,574662442872068.5,576619295930448.5,578576148988828.1,580533001558935.6,582489854129043.0,584446707187422.8,586403560245802.8
UAE,10762690356271.727,10827919149617.455,10893147454690.814,10893147454690.814,10958375759764.178,10958375759764.178,11023604064837.541,11088832369910.904,11088832369910.904,11154061163256.627,11219289468329.99,11219289468329.99,11284517773403.354,11349746566749.08,11349746566749.08,11414974871822.443,11480203176895.805,11480203176895.805,11545431481969.168,11610659787042.531,11610659787042.531,11675888580388.256,11741116885461.62,11741116885461.62,11806345190534.98,11806345190534.98,11871573983880.707,11936802288954.07,12002030594027.432,12002030594027.432,12067258899100.795,12132487692446.521,12132487692446.521,12197715997519.885,12262944302593.248,12262944302593.248,12328172607666.611,12393400912739.97,12458629706085.697,12458629706085.697,12523858011159.06,12589086316232.42,12589086316232.42,12654314621305.785,12719543414651.51,12784771719724.875,12784771719724.875,12850000024798.234,12915228818143.963,12980457123217.326,12980457123217.326,13045685428290.688,13110913733364.049,13176142038437.412,13176142038437.412,13241370831783.14,13306599136856.5,13371827441929.865,13371827441929.865,13437056235275.59,13502284540348.955,13567512845422.312,13632741150495.678,13632741150495.678,13697969943841.406,13763198248914.764,13828426553988.129,13828426553988.129,13893654859061.49,13958883652407.219,14024111957480.578,14219797360973.031,14415482276193.12,14611167679685.568,14872081388251.385,15067766791743.834,15263451706963.92,15524365903802.1,15720050819022.188,15980964527588.0,16176649931080.455,16437563639646.264,16698477348212.078,16894162751704.531,17155076460270.344,17415990168836.156,17676903877401.973,17937817585967.785,18198731294533.6,18459645003099.41,18720558711665.227,18981472420231.043,19242386128796.855,19568528142436.03,19829441851001.84,20090355559567.656,20416497573206.836,20742640075118.375,21003553783684.184,21329695797323.363,21655837810962.543,21916751519528.355,22242893533167.53,22569035546806.707,22895178048718.25,23286548367430.785,23612690869342.324,23938832882981.5,24264974896620.68,24656345215333.223,24982487717244.754,25373858035957.297,25700000049596.47,26091370856581.375,24852030618825.668,23677919174415.684,22503807241733.34,21394924102396.727,20351269268133.473,21460152407470.09,22634264340152.434,23808375784562.41,25112944327391.48,24917259412171.395,24721574008678.945,24591116910259.855,24004061188054.863,23547462075996.6,23025634658864.973,21329695797323.363,19764213545928.48,18329187904680.324,17024619361851.256,15785279124095.549,14611167679685.568,14415482276193.12,14219797360973.031,13958883652407.219,13763198248914.764,13567512845422.312,13371827441929.865,13371827441929.865,13437056235275.59,13437056235275.59,13437056235275.59,13828426553988.129,14154568567627.307,14480711069538.844,14872081388251.385,15198223401890.562,15589594208875.463,15980964527588.0,16307106541227.178,16698477348212.078,17089848155196.984,17546446778982.885,17937817585967.785,18329187904680.324,20938324990338.46,23873604577908.14,27200253995917.992,30918274220912.75,35158122351311.496,46507868429788.21,80883249655402.27,139588834082710.36,241345180423377.72,418114217732580.3,512043152816273.25,626845184585231.2,717512698555987.8,724035541270133.1,724035541270133.1,724035541270133.1,776218282983295.9,710989855841842.5,717512698555987.8,743604069412569.2,645109144673110.8,724035541270133.1,841446710124749.4,834923867410604.0,737081226698423.9,678375642271115.8,665329956842825.0,624236047499573.2,483342644874033.75,491170056131008.25,425941628989554.8,471601527988572.2,568791884673474.0,566182747587815.9,574010158844790.2,572705590301961.2,604015235329858.8,634672595842205.8,652284271414534.4,684898484985261.1,658807114128679.8,652284271414534.4,697944170413551.8,684898484985261.1,671852799556970.4,704467013127697.1,743604069412569.2,730558383984278.5,704467013127697.1,606624372415517.0,526393407275665.4,435073609277630.56,414200512592365.56,438335030390567.06,454642137420066.6,472906096531401.2,480733508276648.0,488560919045350.1,497040614817875.2,505520310590400.4,514000005874653.1,515304574417482.1,485951781959691.9,500954320446362.44,533568534017089.1,540743660758512.9,552484778132246.75,565530463560537.5,579228433016106.5,589664981358739.1,596187824072884.5,598144676642991.9,594883255530055.4,596840108588435.2,598796961158542.5,600753813728649.9,602710666787029.9,604667519845409.5,605972088388238.8,607928940958346.1,609885794016725.9,611190362071282.5,613147215129662.2,614451783672491.5,615756352215320.5,617713205273700.2,619017773816529.4,620322341871085.9,622279194929465.9,623583763472294.8,624888332015123.9,626192900557953.0,627497469100782.1,628802037643611.2,630106606186440.1,631411174729269.2,632715743272098.4,634020311814927.5,635324880357756.5,635977164873307.2,637281732927863.9,638586301958965.5,639890870013521.9,640543154529072.9,641847723071901.9,642500007099180.1,643804576130281.6,645109144673110.8,645761428700389.0,646413712727667.2,647718281270496.5,648370565786047.2,649675134328876.1,650327418356154.6,650979702871705.2,652284271414534.4,652284271414534.4,652284271414534.4,652284271414534.4,652284271414534.4,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,658807114128679.8,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,665329956842825.0,671852799556970.4
